variable,status,missing_count,total_observations,missing_proportion,valid_count,exclusion_reason
i054_15m_pedidos,exclude,8236,8236,1.0,0,high_missing_data
i011_4m_maos,exclude,8236,8236,1.0,0,high_missing_data
i004_2m_cabeca,exclude,8236,8236,1.0,0,high_missing_data
i005_2m_maos,exclude,8236,8236,1.0,0,high_missing_data
i006_2m_ri,exclude,8236,8236,1.0,0,high_missing_data
i007_2m_sentada,exclude,8236,8236,1.0,0,high_missing_data
i008_2m_sons,exclude,8236,8236,1.0,0,high_missing_data
i009_2m_olha,exclude,8236,8236,1.0,0,high_missing_data
i010_4m_cabeca,exclude,8236,8236,1.0,0,high_missing_data
i012_4m_ri,exclude,8236,8236,1.0,0,high_missing_data
i002_2m_segue,exclude,8236,8236,1.0,0,high_missing_data
i013_4m_sentada,exclude,8236,8236,1.0,0,high_missing_data
i014_4m_sons,exclude,8236,8236,1.0,0,high_missing_data
i055_15m_corre,exclude,8236,8236,1.0,0,high_missing_data
i016_4m_barriga,exclude,8236,8236,1.0,0,high_missing_data
i017_4m_brinquedo,exclude,8236,8236,1.0,0,high_missing_data
i018_4m_procura,exclude,8236,8236,1.0,0,high_missing_data
i019_4m_segura,exclude,8236,8236,1.0,0,high_missing_data
i003_2m_vira,exclude,8236,8236,1.0,0,high_missing_data
i001_2m_feliz,exclude,8236,8236,1.0,0,high_missing_data
i021_6m_olha,exclude,8236,8236,1.0,0,high_missing_data
k10_meses,exclude,8236,8236,1.0,0,high_missing_data
i069_18m_ajuda,exclude,8236,8236,1.0,0,high_missing_data
i068_18m_combina,exclude,8236,8236,1.0,0,high_missing_data
i067_18m_pula,exclude,8236,8236,1.0,0,high_missing_data
i066_18m_eu,exclude,8236,8236,1.0,0,high_missing_data
i065_18m_sozinha,exclude,8236,8236,1.0,0,high_missing_data
i064_18m_corpo,exclude,8236,8236,1.0,0,high_missing_data
k09_licenca,exclude,8236,8236,1.0,0,high_missing_data
i063_18m_objetos,exclude,8236,8236,1.0,0,high_missing_data
i056_15m_escadas,exclude,8236,8236,1.0,0,high_missing_data
i062_18m_chuta,exclude,8236,8236,1.0,0,high_missing_data
i061_18m_escadas,exclude,8236,8236,1.0,0,high_missing_data
i060_18m_corre,exclude,8236,8236,1.0,0,high_missing_data
i000_2m_faz,exclude,8236,8236,1.0,0,high_missing_data
i059_15m_corpo,exclude,8236,8236,1.0,0,high_missing_data
i058_15m_objetos,exclude,8236,8236,1.0,0,high_missing_data
i057_15m_chuta,exclude,8236,8236,1.0,0,high_missing_data
i020_6m_sons,exclude,8236,8236,1.0,0,high_missing_data
i015_4m_olha,exclude,8236,8236,1.0,0,high_missing_data
i036_9m_olha,exclude,8236,8236,1.0,0,high_missing_data
i034_9m_brinca,exclude,8236,8236,1.0,0,high_missing_data
i052_15m_sons,exclude,8236,8236,1.0,0,high_missing_data
i049_12m_escadas,exclude,8236,8236,1.0,0,high_missing_data
i037_9m_sons,exclude,8236,8236,1.0,0,high_missing_data
i038_9m_anda,exclude,8236,8236,1.0,0,high_missing_data
i051_15m_olha,exclude,8236,8236,1.0,0,high_missing_data
i039_9m_pedidos,exclude,8236,8236,1.0,0,high_missing_data
i040_12m_mao,exclude,8236,8236,1.0,0,high_missing_data
i041_12m_puxa,exclude,8236,8236,1.0,0,high_missing_data
i042_12m_brinca,exclude,8236,8236,1.0,0,high_missing_data
i043_12m_mama,exclude,8236,8236,1.0,0,high_missing_data
i044_12m_olha,exclude,8236,8236,1.0,0,high_missing_data
i045_12m_sons,exclude,8236,8236,1.0,0,high_missing_data
i046_12m_anda,exclude,8236,8236,1.0,0,high_missing_data
i047_12m_pedidos,exclude,8236,8236,1.0,0,high_missing_data
i050_15m_mama,exclude,8236,8236,1.0,0,high_missing_data
i035_9m_mama,exclude,8236,8236,1.0,0,high_missing_data
i048_12m_corre,exclude,8236,8236,1.0,0,high_missing_data
i053_15m_anda,exclude,8236,8236,1.0,0,high_missing_data
i028_6m_mao,exclude,8236,8236,1.0,0,high_missing_data
i022_6m_barriga,exclude,8236,8236,1.0,0,high_missing_data
i023_6m_brinquedo,exclude,8236,8236,1.0,0,high_missing_data
i024_6m_procura,exclude,8236,8236,1.0,0,high_missing_data
i033_9m_puxa,exclude,8236,8236,1.0,0,high_missing_data
i026_6m_bracos,exclude,8236,8236,1.0,0,high_missing_data
i027_6m_sentada,exclude,8236,8236,1.0,0,high_missing_data
i025_6m_segura,exclude,8236,8236,1.0,0,high_missing_data
i029_6m_puxa,exclude,8236,8236,1.0,0,high_missing_data
i030_9m_bracos,exclude,8236,8236,1.0,0,high_missing_data
i031_9m_sentada,exclude,8236,8236,1.0,0,high_missing_data
i032_9m_mao,exclude,8236,8236,1.0,0,high_missing_data
vd_mielop_final,exclude,8235,8236,0.9998785818358427,1,high_missing_data
vd_mielo_final,exclude,8235,8236,0.9998785818358427,1,high_missing_data
vd_meta_final,exclude,8234,8236,0.9997571636716853,2,high_missing_data
vd_metap_final,exclude,8234,8236,0.9997571636716853,2,high_missing_data
p11a_agua_outra,exclude,8233,8236,0.9996357455075279,3,high_missing_data
k17a_alimento_qual_outro,exclude,8233,8236,0.9996357455075279,3,high_missing_data
s11_altura_observacoes,exclude,8227,8236,0.9989072365225837,9,high_missing_data
p12a_lixo_qual_outro,exclude,8226,8236,0.9987858183584264,10,high_missing_data
p10a_esgoto_outra,exclude,8226,8236,0.9987858183584264,10,high_missing_data
vd_linfat_final,exclude,8225,8236,0.998664400194269,11,high_missing_data
vd_linftp_final,exclude,8225,8236,0.998664400194269,11,high_missing_data
d06a_qual_outra,exclude,8223,8236,0.9984215638659544,13,high_missing_data
j07a_nao_outra,exclude,8222,8236,0.998300145701797,14,high_missing_data
h10a_consulta_outro,exclude,8221,8236,0.9981787275376396,15,high_missing_data
p02a_outro,exclude,8221,8236,0.9981787275376396,15,high_missing_data
j05a_religiao_outra,exclude,8220,8236,0.9980573093734822,16,high_missing_data
d05a_refeicao_outra,exclude,8205,8236,0.996236036911122,31,high_missing_data
t06c_qual_outra,exclude,8205,8236,0.996236036911122,31,high_missing_data
t06b_qual_das_pecas,exclude,8195,8236,0.9950218552695483,41,high_missing_data
s23a_peso_medida4,exclude,8194,8236,0.994900437105391,42,high_missing_data
u26a_puncao_motivo,exclude,8190,8236,0.9944147644487615,46,high_missing_data
s28_peso_observacoes,exclude,8189,8236,0.9942933462846042,47,high_missing_data
s23_peso_medida3,exclude,8187,8236,0.9940505099562894,49,high_missing_data
s24_peso_padrao,exclude,8187,8236,0.9940505099562894,49,high_missing_data
s22_permissao_peso,exclude,8183,8236,0.99356483729966,53,high_missing_data
s21a_pode_informar_peso,exclude,8180,8236,0.9932005828071879,56,high_missing_data
s21c_idade_recalculada_peso,exclude,8180,8236,0.9932005828071879,56,high_missing_data
s02b_descreva_crianca,exclude,8159,8236,0.9906508013598835,77,high_missing_data
s05_peso_observacoes,exclude,8157,8236,0.9904079650315687,79,high_missing_data
s01a_peso_motivo,exclude,8152,8236,0.9898008742107819,84,high_missing_data
s06a_altura_motivo,exclude,8134,8236,0.9876153472559495,102,high_missing_data
q03a_qual_outro,exclude,8130,8236,0.9871296745993201,106,high_missing_data
s07b_descreva_crianca_altura,exclude,8127,8236,0.986765420106848,109,high_missing_data
t04a_altura_motivo,exclude,8125,8236,0.9865225837785333,111,high_missing_data
t01a_peso_motivo,exclude,8124,8236,0.986401165614376,112,high_missing_data
h12a_alergia_outro,exclude,8111,8236,0.9848227294803302,125,high_missing_data
t03c_qual_outra_roupa,exclude,8097,8236,0.9831228751821273,139,high_missing_data
u31a_observacoes,exclude,8085,8236,0.981665857212239,151,high_missing_data
w01a_qual_outro,exclude,8065,8236,0.9792374939290918,171,high_missing_data
s33a_altura_medida4,exclude,7987,8236,0.9697668771248179,249,high_missing_data
t03b02_roupa_bota,exclude,7983,8236,0.9692812044681884,253,high_missing_data
t03b01_roupa_bermuda_de_brim,exclude,7983,8236,0.9692812044681884,253,high_missing_data
t03b03_roupa_calca_de_brim,exclude,7983,8236,0.9692812044681884,253,high_missing_data
t03b06_roupa_outra,exclude,7983,8236,0.9692812044681884,253,high_missing_data
