variable,status,missing_count,total_observations,missing_proportion,valid_count,exclusion_reason
vd_dummy_domic_ien,keep,0,8236,0.0,8236,acceptable_missing_data
vd_ien_quartos,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_multivitaminico_com_minerais_bcferro,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_multivitaminico_sem_minerais_outros,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_iodo,keep,0,8236,0.0,8236,acceptable_missing_data
vd_ien_quintos,keep,0,8236,0.0,8236,acceptable_missing_data
x08_total_maes_resp,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_somente_ferro,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_cobre,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_cromo,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_vita_nao_sus,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitb1,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitb2,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vite,keep,0,8236,0.0,8236,acceptable_missing_data
vd_idade_2cat,keep,0,8236,0.0,8236,acceptable_missing_data
vd_bbb07_mae_resp1,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_exclusivamente_vitd,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_somente_vitd,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitd,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_exclusivamente_vitc,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_somente_vitc,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitc,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitb12,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitb9,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitb8,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitb7,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitb6,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitb5,keep,0,8236,0.0,8236,acceptable_missing_data
id_upa_anon,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitb3,keep,0,8236,0.0,8236,acceptable_missing_data
x06_total_pessoas,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_vita_sus,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_vita_indep_mega_nutrisus,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_exclusivamente_vita,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_ferro_nao_sus,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_ferro,keep,0,8236,0.0,8236,acceptable_missing_data
x07_total_criancas,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_outros_supl,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_cipro,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_bc_cipro,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_exclusivamente_ferro,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_multi_sem_com_minerais,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_ferro_indep_nutrisus,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_ferro_sus,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_multivitaminico_com_minerais,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_somente_vita,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_multivitaminico_sem_minerais,keep,0,8236,0.0,8236,acceptable_missing_data
total_12p,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_calcio,keep,0,8236,0.0,8236,acceptable_missing_data
u02_coleta_realizada,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_somente_vitsad,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vitk,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_zinco,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_somente_zinco,keep,0,8236,0.0,8236,acceptable_missing_data
vd_supl1_com_vita,keep,0,8236,0.0,8236,acceptable_missing_data
id_anon,keep,0,8236,0.0,8236,acceptable_missing_data
l12_menos18_saltou_refeicao,keep,0,8236,0.0,8236,acceptable_missing_data
s06_foi_medida,keep,0,8236,0.0,8236,acceptable_missing_data
s01_foi_pesada,keep,0,8236,0.0,8236,acceptable_missing_data
h14_tosse,keep,0,8236,0.0,8236,acceptable_missing_data
h13_diarreia,keep,0,8236,0.0,8236,acceptable_missing_data
h11_alergia,keep,0,8236,0.0,8236,acceptable_missing_data
h10b9_sindrome_nao_sabe,keep,0,8236,0.0,8236,acceptable_missing_data
h10b5_sindrome_autismo,keep,0,8236,0.0,8236,acceptable_missing_data
h10b4_sindrome_fenilcetonuria,keep,0,8236,0.0,8236,acceptable_missing_data
h10b3_sindrome_fibrose,keep,0,8236,0.0,8236,acceptable_missing_data
h10b2_sindrome_down,keep,0,8236,0.0,8236,acceptable_missing_data
h10b1_sindrome_nao,keep,0,8236,0.0,8236,acceptable_missing_data
h10b_sindrome_de_down,keep,0,8236,0.0,8236,acceptable_missing_data
h10_consulta,keep,0,8236,0.0,8236,acceptable_missing_data
h05_chupeta_usou,keep,0,8236,0.0,8236,acceptable_missing_data
h04_parto,keep,0,8236,0.0,8236,acceptable_missing_data
h03_altura,keep,0,8236,0.0,8236,acceptable_missing_data
h02_peso,keep,0,8236,0.0,8236,acceptable_missing_data
h01_semanas_gravidez,keep,0,8236,0.0,8236,acceptable_missing_data
g151_sache,keep,0,8236,0.0,8236,acceptable_missing_data
g150_vitaminas,keep,0,8236,0.0,8236,acceptable_missing_data
g001_usou,keep,0,8236,0.0,8236,acceptable_missing_data
f001_esta_usando,keep,0,8236,0.0,8236,acceptable_missing_data
estrato_sel_anon,keep,0,8236,0.0,8236,acceptable_missing_data
e40_adocado,keep,0,8236,0.0,8236,acceptable_missing_data
e39_mamadeira,keep,0,8236,0.0,8236,acceptable_missing_data
h15_respiracao,keep,0,8236,0.0,8236,acceptable_missing_data
h16_canseira,keep,0,8236,0.0,8236,acceptable_missing_data
h17_nariz,keep,0,8236,0.0,8236,acceptable_missing_data
i000c_idade_em_meses,keep,0,8236,0.0,8236,acceptable_missing_data
j0504_rel_espirita_kardecista,keep,0,8236,0.0,8236,acceptable_missing_data
j0503_rel_evangelica_pentecostal,keep,0,8236,0.0,8236,acceptable_missing_data
j0502_rel_evangelica_tradicional,keep,0,8236,0.0,8236,acceptable_missing_data
j0501_rel_catolica,keep,0,8236,0.0,8236,acceptable_missing_data
j05_religiao,keep,0,8236,0.0,8236,acceptable_missing_data
j04_vive,keep,0,8236,0.0,8236,acceptable_missing_data
j03_cor,keep,0,8236,0.0,8236,acceptable_missing_data
idade_anos_comp,keep,0,8236,0.0,8236,acceptable_missing_data
i000e_semanas_gravidez,keep,0,8236,0.0,8236,acceptable_missing_data
i000d_data_ajustada,keep,0,8236,0.0,8236,acceptable_missing_data
i000b_data_do_dia,keep,0,8236,0.0,8236,acceptable_missing_data
h18_ronqueira,keep,0,8236,0.0,8236,acceptable_missing_data
h219_internado_nao_sabe,keep,0,8236,0.0,8236,acceptable_missing_data
h216_internado_nao,keep,0,8236,0.0,8236,acceptable_missing_data
h215_internado_outras,keep,0,8236,0.0,8236,acceptable_missing_data
h214_internado_alergias,keep,0,8236,0.0,8236,acceptable_missing_data
h213_internado_acidente,keep,0,8236,0.0,8236,acceptable_missing_data
h212_internado_intestinais,keep,0,8236,0.0,8236,acceptable_missing_data
h211_internado_respiratoria,keep,0,8236,0.0,8236,acceptable_missing_data
h21_internado,keep,0,8236,0.0,8236,acceptable_missing_data
h20_outro_problema,keep,0,8236,0.0,8236,acceptable_missing_data
h19_febre,keep,0,8236,0.0,8236,acceptable_missing_data
e38_farinhas,keep,0,8236,0.0,8236,acceptable_missing_data
e37_tempero,keep,0,8236,0.0,8236,acceptable_missing_data
e36_bala,keep,0,8236,0.0,8236,acceptable_missing_data
bbb08a_numero_mais_velho1,keep,0,8236,0.0,8236,acceptable_missing_data
e09_leite_soja_liquido,keep,0,8236,0.0,8236,acceptable_missing_data
e08_leite_soja_po,keep,0,8236,0.0,8236,acceptable_missing_data
e07_leite_vaca_liquido,keep,0,8236,0.0,8236,acceptable_missing_data
e06_leite_vaca_po,keep,0,8236,0.0,8236,acceptable_missing_data
e05_cha,keep,0,8236,0.0,8236,acceptable_missing_data
e02_agua,keep,0,8236,0.0,8236,acceptable_missing_data
e01_leite_peito,keep,0,8236,0.0,8236,acceptable_missing_data
datablb,keep,0,8236,0.0,8236,acceptable_missing_data
d02_matriculado,keep,0,8236,0.0,8236,acceptable_missing_data
d01_cor,keep,0,8236,0.0,8236,acceptable_missing_data
b06b_mae_responsavel,keep,0,8236,0.0,8236,acceptable_missing_data
e11_suco,keep,0,8236,0.0,8236,acceptable_missing_data
b05a_idade_em_meses,keep,0,8236,0.0,8236,acceptable_missing_data
b05_data,keep,0,8236,0.0,8236,acceptable_missing_data
b04_idade,keep,0,8236,0.0,8236,acceptable_missing_data
b03_relacao,keep,0,8236,0.0,8236,acceptable_missing_data
b02_sexo,keep,0,8236,0.0,8236,acceptable_missing_data
b00_numero,keep,0,8236,0.0,8236,acceptable_missing_data
a11_situacao,keep,0,8236,0.0,8236,acceptable_missing_data
a06_domicilio,keep,0,8236,0.0,8236,acceptable_missing_data
a00_regiao,keep,0,8236,0.0,8236,acceptable_missing_data
id_resp_anon,keep,0,8236,0.0,8236,acceptable_missing_data
e10_formula_infantil,keep,0,8236,0.0,8236,acceptable_missing_data
e12_fruta_inteira,keep,0,8236,0.0,8236,acceptable_missing_data
e35_biscoito,keep,0,8236,0.0,8236,acceptable_missing_data
e24_couve,keep,0,8236,0.0,8236,acceptable_missing_data
e34_macarrao,keep,0,8236,0.0,8236,acceptable_missing_data
e33_refrigerante,keep,0,8236,0.0,8236,acceptable_missing_data
e32_suco_industrializado,keep,0,8236,0.0,8236,acceptable_missing_data
e31_salgadinhos,keep,0,8236,0.0,8236,acceptable_missing_data
e30_hamburger,keep,0,8236,0.0,8236,acceptable_missing_data
e29_ovo,keep,0,8236,0.0,8236,acceptable_missing_data
e28_figado,keep,0,8236,0.0,8236,acceptable_missing_data
e27_carne,keep,0,8236,0.0,8236,acceptable_missing_data
e26_feijao,keep,0,8236,0.0,8236,acceptable_missing_data
e25_verduras,keep,0,8236,0.0,8236,acceptable_missing_data
e23_cenoura,keep,0,8236,0.0,8236,acceptable_missing_data
e16_comida_sal,keep,0,8236,0.0,8236,acceptable_missing_data
e22_legumes,keep,0,8236,0.0,8236,acceptable_missing_data
e21a_pao,keep,0,8236,0.0,8236,acceptable_missing_data
e219a_nao_sabe,keep,0,8236,0.0,8236,acceptable_missing_data
e214a_nao_comeu,keep,0,8236,0.0,8236,acceptable_missing_data
e213a_industrializado,keep,0,8236,0.0,8236,acceptable_missing_data
e212a_feito_em_casa,keep,0,8236,0.0,8236,acceptable_missing_data
e211a_pao_frances,keep,0,8236,0.0,8236,acceptable_missing_data
e21_arroz,keep,0,8236,0.0,8236,acceptable_missing_data
e20_iogurte,keep,0,8236,0.0,8236,acceptable_missing_data
e19_mingau,keep,0,8236,0.0,8236,acceptable_missing_data
j0505_rel_afro_brasileira,keep,0,8236,0.0,8236,acceptable_missing_data
j0506_rel_protestante_historica,keep,0,8236,0.0,8236,acceptable_missing_data
j0507_rel_budista,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_1b,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_7,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_6,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_5,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_4,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_3,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_22,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_21,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_20,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_2,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_1c,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_1a,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_9a,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_19,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_18,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_17,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_16,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_15,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_14,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_13,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_12,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_11,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_10,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_8,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_y_9b,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_calib,keep,0,8236,0.0,8236,acceptable_missing_data
r08_telefone_fixo,keep,0,8236,0.0,8236,acceptable_missing_data
s00f_idade_altura,keep,0,8236,0.0,8236,acceptable_missing_data
s00e_data_altura,keep,0,8236,0.0,8236,acceptable_missing_data
s00d_idade_peso,keep,0,8236,0.0,8236,acceptable_missing_data
s00c_data_peso,keep,0,8236,0.0,8236,acceptable_missing_data
r14_celular,keep,0,8236,0.0,8236,acceptable_missing_data
r13_internet_celular,keep,0,8236,0.0,8236,acceptable_missing_data
r12_internet_domicilio,keep,0,8236,0.0,8236,acceptable_missing_data
r11_tv_a_cabo,keep,0,8236,0.0,8236,acceptable_missing_data
r10_ar_condicionado,keep,0,8236,0.0,8236,acceptable_missing_data
r09_microcomputador,keep,0,8236,0.0,8236,acceptable_missing_data
r07_micro_ondas,keep,0,8236,0.0,8236,acceptable_missing_data
peso_setor_ajuste1,keep,0,8236,0.0,8236,acceptable_missing_data
r06_lavadora,keep,0,8236,0.0,8236,acceptable_missing_data
r05_vcr,keep,0,8236,0.0,8236,acceptable_missing_data
r04_geladeira,keep,0,8236,0.0,8236,acceptable_missing_data
r03_radio,keep,0,8236,0.0,8236,acceptable_missing_data
r02_automoveis,keep,0,8236,0.0,8236,acceptable_missing_data
r01_televisao,keep,0,8236,0.0,8236,acceptable_missing_data
q07_renda_faixa,keep,0,8236,0.0,8236,acceptable_missing_data
q06_renda,keep,0,8236,0.0,8236,acceptable_missing_data
q01_recebe_beneficio,keep,0,8236,0.0,8236,acceptable_missing_data
posestrato,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca_setor,keep,0,8236,0.0,8236,acceptable_missing_data
peso_crianca,keep,0,8236,0.0,8236,acceptable_missing_data
j0508_rel_sem_religiao,keep,0,8236,0.0,8236,acceptable_missing_data
l06_adulto_comeu_menos,keep,0,8236,0.0,8236,acceptable_missing_data
n01_frutas,keep,0,8236,0.0,8236,acceptable_missing_data
m01_costuma_cozinhar,keep,0,8236,0.0,8236,acceptable_missing_data
l14_menos18_sem_comer,keep,0,8236,0.0,8236,acceptable_missing_data
l13_menos18_sentiu_fome,keep,0,8236,0.0,8236,acceptable_missing_data
id_domic_anon,keep,0,8236,0.0,8236,acceptable_missing_data
l11_menos18_diminuiu,keep,0,8236,0.0,8236,acceptable_missing_data
l10_menos18_insuficiente,keep,0,8236,0.0,8236,acceptable_missing_data
l09_menos18_saudavel,keep,0,8236,0.0,8236,acceptable_missing_data
l08_adulto_sem_comer,keep,0,8236,0.0,8236,acceptable_missing_data
l07_adulto_sentiu_fome,keep,0,8236,0.0,8236,acceptable_missing_data
l05_adulto_saltou_refeicao,keep,0,8236,0.0,8236,acceptable_missing_data
n03_verduras,keep,0,8236,0.0,8236,acceptable_missing_data
l04_morador_insuficiente,keep,0,8236,0.0,8236,acceptable_missing_data
l03_morador_saudavel,keep,0,8236,0.0,8236,acceptable_missing_data
l02_morador_alim_acabaram,keep,0,8236,0.0,8236,acceptable_missing_data
l01_morador_alim_acabassem,keep,0,8236,0.0,8236,acceptable_missing_data
j10_serie,keep,0,8236,0.0,8236,acceptable_missing_data
j09_frequenta,keep,0,8236,0.0,8236,acceptable_missing_data
j08_ler,keep,0,8236,0.0,8236,acceptable_missing_data
j06_ocupacao,keep,0,8236,0.0,8236,acceptable_missing_data
j0510_rel_ns_nqr,keep,0,8236,0.0,8236,acceptable_missing_data
j0509_rel_outra_religiao,keep,0,8236,0.0,8236,acceptable_missing_data
n02_legumes,keep,0,8236,0.0,8236,acceptable_missing_data
n04_feijao,keep,0,8236,0.0,8236,acceptable_missing_data
p13_energia_eletrica,keep,0,8236,0.0,8236,acceptable_missing_data
p01_respondente,keep,0,8236,0.0,8236,acceptable_missing_data
p12_lixo,keep,0,8236,0.0,8236,acceptable_missing_data
p11_agua,keep,0,8236,0.0,8236,acceptable_missing_data
p10_esgoto,keep,0,8236,0.0,8236,acceptable_missing_data
p09_banheiros_chuveiro,keep,0,8236,0.0,8236,acceptable_missing_data
p08_banheiros_exclusivo,keep,0,8236,0.0,8236,acceptable_missing_data
p07_dormitorios,keep,0,8236,0.0,8236,acceptable_missing_data
p06_cozinha,keep,0,8236,0.0,8236,acceptable_missing_data
p05_comodos,keep,0,8236,0.0,8236,acceptable_missing_data
p03_ocupacao,keep,0,8236,0.0,8236,acceptable_missing_data
p02_tipo_de_domicilio,keep,0,8236,0.0,8236,acceptable_missing_data
o07_refrigerantes_baratos,keep,0,8236,0.0,8236,acceptable_missing_data
n05_suco,keep,0,8236,0.0,8236,acceptable_missing_data
o06_refrigerantes_variedade,keep,0,8236,0.0,8236,acceptable_missing_data
o05_refrigerantes_comprar,keep,0,8236,0.0,8236,acceptable_missing_data
o04_frutas_baratas,keep,0,8236,0.0,8236,acceptable_missing_data
o03_frutas_variedade,keep,0,8236,0.0,8236,acceptable_missing_data
o02_frutas_qualidade,keep,0,8236,0.0,8236,acceptable_missing_data
o01_frutas_comprar,keep,0,8236,0.0,8236,acceptable_missing_data
n09_balas,keep,0,8236,0.0,8236,acceptable_missing_data
n08_salgadinhos,keep,0,8236,0.0,8236,acceptable_missing_data
n07_biscoitos,keep,0,8236,0.0,8236,acceptable_missing_data
n06_refrigerantes,keep,0,8236,0.0,8236,acceptable_missing_data
vd_dummy_gravida,keep,0,8236,0.0,8236,acceptable_missing_data
